1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,1,-1,-1,-1,-1,-1,1,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0000000000000000e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0000000000000000e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0000000000000000e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0000000000000000e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0000000000000000e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0000000000000000e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0000000000000000e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0000000000000000e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0000000000000000e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0000000000000000e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
1,1,1,1,1,1,1,1,1,1,9.0000000000000002e-01
1,1,1,1,1,1,1,1,1,1,9.0000000000000002e-01
1,1,1,1,1,1,1,1,1,1,9.0000000000000002e-01
1,1,1,1,1,1,1,1,1,1,9.0000000000000002e-01
1,1,1,1,1,1,1,1,1,1,9.0000000000000002e-01
1,1,1,1,1,1,1,1,1,1,9.0000000000000002e-01
1,1,1,1,1,1,1,1,1,1,9.0000000000000002e-01
1,1,1,1,1,1,1,1,1,1,9.0000000000000002e-01
1,1,1,1,1,1,1,1,1,1,9.0000000000000002e-01
1,1,1,1,1,1,1,1,1,1,9.0000000000000002e-01
1,1,1,1,1,1,1,1,1,1,1.3000000000000000e+00
1,1,1,1,1,1,1,1,1,1,1.3000000000000000e+00
1,1,1,1,1,1,1,1,1,1,1.3000000000000000e+00
1,1,1,1,1,1,1,1,1,1,1.3000000000000000e+00
1,1,1,1,1,1,1,1,1,1,1.3000000000000000e+00
1,1,1,1,1,1,1,1,1,1,1.3000000000000000e+00
1,1,1,1,1,1,1,1,1,1,1.3000000000000000e+00
1,1,1,1,1,1,1,1,1,1,1.3000000000000000e+00
1,1,1,1,1,1,1,1,1,1,1.3000000000000000e+00
1,1,1,1,1,1,1,1,1,1,1.3000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1.5000000000000000e+00
1,1,1,1,1,1,1,1,1,1,1.1000000000000001e+00
1,1,1,1,-1,1,1,1,1,1,1.1000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.1000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.1000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.1000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.1000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.1000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.1000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.1000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.1000000000000001e+00
1,1,1,1,1,1,1,1,1,1,6.9999999999999996e-01
1,1,1,1,1,1,1,1,1,1,6.9999999999999996e-01
1,1,1,1,1,1,1,1,1,1,6.9999999999999996e-01
1,1,1,1,1,1,1,1,1,1,6.9999999999999996e-01
1,1,1,1,1,1,1,1,1,1,6.9999999999999996e-01
1,1,1,1,1,1,1,1,1,1,6.9999999999999996e-01
1,1,1,1,1,1,1,1,1,1,6.9999999999999996e-01
1,1,1,1,1,1,1,1,1,1,6.9999999999999996e-01
1,1,1,1,1,1,1,1,1,1,6.9999999999999996e-01
1,1,1,1,1,1,1,1,1,1,6.9999999999999996e-01
1,1,1,1,1,1,1,1,1,1,5.0000000000000000e-01
1,1,1,1,1,1,1,1,1,1,5.0000000000000000e-01
1,1,1,1,1,1,1,1,1,1,5.0000000000000000e-01
1,1,1,1,1,1,1,1,1,1,5.0000000000000000e-01
1,1,1,1,1,1,1,1,1,1,5.0000000000000000e-01
1,1,1,1,1,1,1,1,1,1,5.0000000000000000e-01
1,1,1,1,1,1,1,1,1,1,5.0000000000000000e-01
1,1,1,1,1,1,1,1,1,1,5.0000000000000000e-01
1,1,1,1,1,1,1,1,1,1,5.0000000000000000e-01
1,1,1,1,1,1,1,1,1,1,5.0000000000000000e-01
1,1,1,1,1,1,1,1,1,1,1.9000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.9000000000000001e+00
1,1,1,1,1,1,1,-1,1,1,1.9000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.9000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.9000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.9000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.9000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.9000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.9000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.9000000000000001e+00
1,1,1,1,1,1,1,-1,1,1,1.7000000000000002e+00
1,1,1,1,1,1,1,-1,1,1,1.7000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.7000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.7000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.7000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.7000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.7000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.7000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.7000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.7000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.2000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.2000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.2000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.2000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.2000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.2000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.2000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.2000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.2000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1.2000000000000002e+00
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3999999999999999e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3999999999999999e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3999999999999999e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3999999999999999e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3999999999999999e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3999999999999999e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3999999999999999e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3999999999999999e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3999999999999999e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3999999999999999e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0000000000000004e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0000000000000004e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0000000000000004e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0000000000000004e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0000000000000004e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0000000000000004e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0000000000000004e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0000000000000004e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0000000000000004e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0000000000000004e-01
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1.8000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8000000000000000e+00
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8000000000000000e+00
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8000000000000000e+00
1,1,1,1,1,1,1,1,1,1,1.6000000000000001e+00
1,1,1,-1,1,1,1,1,1,1,1.6000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.6000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.6000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.6000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.6000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.6000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.6000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.6000000000000001e+00
1,1,1,1,1,1,1,1,1,1,1.6000000000000001e+00
1,1,1,1,1,1,1,1,1,1,5.9999999999999998e-01
1,1,1,1,1,1,1,1,1,1,5.9999999999999998e-01
1,1,1,1,1,1,1,1,1,1,5.9999999999999998e-01
1,1,1,1,1,1,1,1,1,1,5.9999999999999998e-01
1,1,1,1,1,1,1,1,1,1,5.9999999999999998e-01
1,1,1,1,1,1,1,1,1,1,5.9999999999999998e-01
1,1,1,1,1,1,1,1,1,1,5.9999999999999998e-01
1,1,1,1,1,1,1,1,1,1,5.9999999999999998e-01
1,1,1,1,1,1,1,1,1,1,5.9999999999999998e-01
1,1,1,1,1,1,1,1,1,1,5.9999999999999998e-01
1,1,1,1,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,2
1,1,1,-1,1,1,1,1,1,1,2
1,1,-1,-1,1,1,1,1,1,1,2
1,1,-1,-1,1,1,-1,1,1,1,2
1,-1,-1,-1,1,1,1,1,1,1,2
-1,-1,-1,-1,1,1,1,1,1,-1,2
1,1,-1,-1,1,1,1,1,1,1,2
